Column1,name,serving_size,calories,calcium,protein,carbohydrate,fiber,sugars,fat
246,"Potatoes, skin, raw",100 g,58,30.00 mg,2.57 g,12.44 g,2.5 g,0,0.10 g
247,"Pepper, raw, banana",100 g,27,14.00 mg,1.66 g,5.35 g,3.4 g,1.95 g,0.45 g
248,"Drumstick pods, raw",100 g,37,30.00 mg,2.10 g,8.53 g,3.2 g,0,0.20 g
249,"Toppings, pineapple",100 g,253,6.00 mg,0.10 g,66.40 g,0.4 g,21.01 g,0.10 g
250,Acorn stew (Apache),100 g,95,14.00 mg,6.81 g,9.22 g,0.7 g,0.34 g,3.47 g
251,"Tomatoes, sun-dried",100 g,258,110.00 mg,14.11 g,55.76 g,12.3 g,37.59 g,2.97 g
252,"Guava sauce, cooked",100 g,36,7.00 mg,0.32 g,9.48 g,3.6 g,5.88 g,0.14 g
253,"Pumpkin leaves, raw",100 g,19,39.00 mg,3.15 g,2.33 g,0,0,0.40 g
254,"Melons, raw, casaba",100 g,28,11.00 mg,1.11 g,6.58 g,0.9 g,5.69 g,0.10 g
255,"Melon balls, frozen",100 g,33,10.00 mg,0.84 g,7.94 g,0.7 g,0,0.25 g
256,"Fish oil, cod liver",100 g,902,0.00 mg,0.00 g,0.00 g,0.0 g,0,100.00 g
257,"Nuts, dried, acorns",100 g,509,54.00 mg,8.10 g,53.66 g,0,0,31.41 g
258,"Rolls, pumpernickel",100 g,276,67.00 mg,10.80 g,51.87 g,5.4 g,0.40 g,2.80 g
259,"Gravy, dry, chicken",100 g,381,146.00 mg,11.27 g,62.09 g,0,0,9.73 g
260,"Fish, raw, tilefish",100 g,96,26.00 mg,17.50 g,0.00 g,0.0 g,0,2.31 g
261,"Ice creams, vanilla",100 g,207,128.00 mg,3.50 g,23.60 g,0.7 g,21.22 g,11.00 g
262,"SILK Plain, soymilk",100 g,41,123.00 mg,2.88 g,3.29 g,0.4 g,2.47 g,1.65 g
263,"Cabbage, raw, savoy",100 g,27,35.00 mg,2.00 g,6.10 g,3.1 g,2.27 g,0.10 g
264,"Fish, raw, tilapia",100 g,96,10.00 mg,20.08 g,0.00 g,0.0 g,0.00 g,1.70 g
265,"Broccoli raab, raw",100 g,22,108.00 mg,3.17 g,2.85 g,2.7 g,0.38 g,0.49 g
266,"Corn grain, yellow",100 g,365,7.00 mg,9.42 g,74.26 g,7.3 g,0.64 g,4.74 g
267,"Turtle, raw, green",100 g,89,118.00 mg,19.80 g,0.00 g,0.0 g,0.00 g,0.50 g
268,"Chicory roots, raw",100 g,72,41.00 mg,1.40 g,17.51 g,1.5 g,8.73 g,0.20 g
269,Ice cream sandwich,100 g,237,86.00 mg,4.29 g,37.14 g,0.0 g,18.57 g,8.57 g
270,"Croutons, seasoned",100 g,465,96.00 mg,10.80 g,63.50 g,5.0 g,4.41 g,18.30 g
271,"Snacks, taro chips",100 g,498,60.00 mg,2.30 g,68.10 g,7.2 g,3.82 g,24.90 g
272,"Prickly pears, raw",100 g,41,56.00 mg,0.73 g,9.57 g,3.6 g,0,0.51 g
273,"Fish, raw, haddock",100 g,74,11.00 mg,16.32 g,0.00 g,0.0 g,0.00 g,0.45 g
274,"Liver cheese, pork",100 g,304,8.00 mg,15.20 g,2.10 g,0.0 g,0,25.60 g
275,"Ground turkey, raw",100 g,148,19.00 mg,19.66 g,0.00 g,0.0 g,0.00 g,7.66 g
276,Jams and preserves,100 g,278,20.00 mg,0.37 g,68.86 g,1.1 g,48.50 g,0.07 g
277,"Carrots, raw, baby",100 g,35,32.00 mg,0.64 g,8.24 g,2.9 g,4.76 g,0.13 g
278,"Oil, nutmeg butter",100 g,884,0.00 mg,0.00 g,0.00 g,0.0 g,0.00 g,100.00 g
279,"Semolina, enriched",100 g,360,17.00 mg,12.68 g,72.83 g,3.9 g,0,1.05 g
280,"Spices, anise seed",100 g,337,646.00 mg,17.60 g,50.02 g,14.6 g,0,15.90 g
281,"Snacks, corn cakes",100 g,387,19.00 mg,8.10 g,83.40 g,1.9 g,23.47 g,2.40 g
282,"Catsup, low sodium",100 g,101,15.00 mg,1.04 g,27.40 g,0.3 g,21.27 g,0.10 g
283,"Croissants, cheese",100 g,414,53.00 mg,9.20 g,47.00 g,2.6 g,11.35 g,20.90 g
284,"Milk, fluid, sheep",100 g,108,193.00 mg,5.98 g,5.36 g,0.0 g,0,7.00 g
285,"Acerola juice, raw",100 g,23,10.00 mg,0.40 g,4.80 g,0.3 g,4.50 g,0.30 g
286,"Jute, raw, potherb",100 g,34,208.00 mg,4.65 g,5.80 g,0,0,0.25 g
287,"Fast food, biscuit",100 g,370,70.00 mg,7.08 g,42.82 g,2.5 g,3.88 g,18.92 g
288,"Bagels, multigrain",100 g,241,124.00 mg,9.90 g,47.47 g,6.2 g,8.66 g,1.24 g
289,"Beef, dried, cured",100 g,153,8.00 mg,31.10 g,2.76 g,0.0 g,2.70 g,1.94 g
290,"Nuts, almond paste",100 g,458,172.00 mg,9.00 g,47.81 g,4.8 g,36.25 g,27.74 g
291,"Seaweed, raw, kelp",100 g,43,168.00 mg,1.68 g,9.57 g,1.3 g,0.60 g,0.56 g
292,"Seaweed, raw, agar",100 g,26,54.00 mg,0.54 g,6.75 g,0.5 g,0.28 g,0.03 g
293,"Fish oil, menhaden",100 g,902,0.00 mg,0.00 g,0.00 g,0.0 g,0,100.00 g
294,"Rolls, egg, dinner",100 g,307,59.00 mg,9.50 g,52.00 g,3.7 g,4.30 g,6.40 g
295,"Bread, white wheat",100 g,238,684.00 mg,10.66 g,43.91 g,9.2 g,5.00 g,2.15 g
296,"Onions, raw, sweet",100 g,32,20.00 mg,0.80 g,7.55 g,0.9 g,5.02 g,0.08 g
297,"Onions, raw, welsh",100 g,34,18.00 mg,1.90 g,6.50 g,2.4 g,2.18 g,0.40 g
298,"SILK Chai, soymilk",100 g,53,123.00 mg,2.47 g,7.82 g,0.0 g,5.76 g,1.44 g
299,"Rolls, rye, dinner",100 g,286,30.00 mg,10.30 g,53.10 g,4.9 g,1.17 g,3.40 g
300,"Gravy, dry, au jus",100 g,313,140.00 mg,9.20 g,47.49 g,0,0,9.63 g
301,"Cheese, neufchatel",100 g,253,117.00 mg,9.15 g,3.59 g,0.0 g,3.19 g,22.78 g
302,"Hummus, commercial",100 g,166,38.00 mg,7.90 g,14.29 g,6.0 g,0,9.60 g
303,"Croissants, butter",100 g,406,37.00 mg,8.20 g,45.80 g,2.6 g,11.26 g,21.00 g
304,"Carrot, dehydrated",100 g,341,212.00 mg,8.10 g,79.57 g,23.6 g,38.82 g,1.49 g
305,"Vinegar, distilled",100 g,18,6.00 mg,0.00 g,0.04 g,0.0 g,0.04 g,0.00 g
306,"Sapote, raw, mamey",100 g,124,18.00 mg,1.45 g,32.10 g,5.4 g,20.14 g,0.46 g
307,"Soy flour, low-fat",100 g,372,285.00 mg,49.81 g,30.63 g,16.0 g,9.33 g,8.90 g
308,"Syrups, sugar free",100 g,52,0.00 mg,0.80 g,12.13 g,0.7 g,0.01 g,0.00 g
309,"Syrups, dark, corn",100 g,286,18.00 mg,0.00 g,77.59 g,0.0 g,77.59 g,0.00 g
310,"Taco shells, baked",100 g,476,100.00 mg,6.41 g,63.49 g,6.7 g,1.50 g,21.79 g
311,"Spices, cumin seed",100 g,375,931.00 mg,17.81 g,44.24 g,10.5 g,2.25 g,22.27 g
312,"Bamboo shoots, raw",100 g,27,13.00 mg,2.60 g,5.20 g,2.2 g,3.00 g,0.30 g
313,"Fish, raw, lingcod",100 g,85,14.00 mg,17.66 g,0.00 g,0.0 g,0,1.06 g
314,"Whey, dried, sweet",100 g,353,796.00 mg,12.93 g,74.46 g,0.0 g,74.46 g,1.07 g
315,"Whey, fluid, sweet",100 g,27,47.00 mg,0.85 g,5.14 g,0.0 g,5.14 g,0.36 g
316,"Spices, poppy seed",100 g,525,1438.00 mg,17.99 g,28.13 g,19.5 g,2.99 g,41.56 g
317,"Babyfood, pretzels",100 g,397,25.00 mg,10.80 g,82.20 g,2.3 g,3.08 g,2.00 g
318,"Fat, mutton tallow",100 g,902,0.00 mg,0.00 g,0.00 g,0.0 g,0.00 g,100.00 g
319,"Coffeecake, cheese",100 g,339,59.00 mg,7.00 g,44.30 g,1.0 g,0,15.20 g
320,"Sauce, horseradish",100 g,503,12.00 mg,1.09 g,10.05 g,1.0 g,8.98 g,50.89 g
321,"Yardlong bean, raw",100 g,47,50.00 mg,2.80 g,8.35 g,0,0,0.40 g
322,"Cress, raw, garden",100 g,32,81.00 mg,2.60 g,5.50 g,1.1 g,4.40 g,0.70 g
323,"Dates, deglet noor",100 g,282,39.00 mg,2.45 g,75.03 g,8.0 g,63.35 g,0.39 g
324,"Lambsquarters, raw",100 g,43,309.00 mg,4.20 g,7.30 g,4.0 g,0,0.80 g
325,"Gravy, dry, turkey",100 g,367,146.00 mg,10.42 g,65.12 g,0,0,7.19 g
326,Vital wheat gluten,100 g,370,142.00 mg,75.16 g,13.79 g,0.6 g,0.00 g,1.85 g
327,"Turnip greens, raw",100 g,32,190.00 mg,1.50 g,7.13 g,3.2 g,0.81 g,0.30 g
328,"Sugars, granulated",100 g,387,1.00 mg,0.00 g,99.98 g,0.0 g,99.80 g,0.00 g
329,"Frankfurter, pork",100 g,269,267.00 mg,12.81 g,0.28 g,0.1 g,0.00 g,23.68 g
330,"Pomegranates, raw",100 g,83,10.00 mg,1.67 g,18.70 g,4.0 g,13.67 g,1.17 g
331,"Pears, raw, asian",100 g,42,4.00 mg,0.50 g,10.65 g,3.6 g,7.05 g,0.23 g
332,"Cookies, molasses",100 g,430,74.00 mg,5.60 g,73.80 g,1.0 g,17.60 g,12.80 g
333,"Cookies, fig bars",100 g,348,64.00 mg,3.70 g,70.90 g,4.6 g,46.36 g,7.30 g
334,Liverwurst spread,100 g,305,22.00 mg,12.38 g,5.89 g,2.5 g,1.65 g,25.45 g
335,Roast beef spread,100 g,223,23.00 mg,15.27 g,3.73 g,0.2 g,0.71 g,16.28 g
336,"Chard, raw, swiss",100 g,19,51.00 mg,1.80 g,3.74 g,1.6 g,1.10 g,0.20 g
337,"Goose, raw, liver",100 g,133,43.00 mg,16.37 g,6.32 g,0.0 g,0,4.28 g
338,"TACO BELL, Nachos",100 g,350,63.00 mg,4.32 g,34.91 g,3.2 g,2.17 g,21.50 g
339,"Sausage, meatless",100 g,255,63.00 mg,20.28 g,8.09 g,2.8 g,0.00 g,18.16 g
340,"Frankfurter, meat",100 g,290,99.00 mg,10.26 g,4.17 g,0.0 g,0,25.76 g
341,"Rice flour, brown",100 g,363,11.00 mg,7.23 g,76.48 g,4.6 g,0.66 g,2.78 g
342,"Peppermint, fresh",100 g,70,243.00 mg,3.75 g,14.89 g,8.0 g,0,0.94 g
343,"Vinegar, red wine",100 g,19,6.00 mg,0.04 g,0.27 g,0.0 g,0.00 g,0.00 g
344,"Vinegar, balsamic",100 g,88,27.00 mg,0.49 g,17.03 g,0,14.95 g,0.00 g
345,"Luxury loaf, pork",100 g,141,36.00 mg,18.40 g,4.90 g,0.0 g,0,4.80 g
346,"Rye flour, medium",100 g,349,24.00 mg,10.88 g,75.43 g,11.8 g,1.10 g,1.52 g
347,"DENNY'S, coleslaw",100 g,183,32.00 mg,0.97 g,10.88 g,1.3 g,8.16 g,15.03 g
348,"Bread, wheat bran",100 g,248,74.00 mg,8.80 g,47.80 g,4.0 g,9.68 g,3.40 g
349,"Croissants, apple",100 g,254,30.00 mg,7.40 g,37.10 g,2.5 g,0,8.70 g
350,"Candies, Tamarind",100 g,368,0.00 mg,0.00 g,91.96 g,2.5 g,78.57 g,0.00 g
351,"Oheloberries, raw",100 g,28,7.00 mg,0.38 g,6.84 g,0,0,0.22 g
352,"PACE, Salsa Verde",100 g,47,0.00 mg,0.00 g,6.25 g,0.0 g,6.25 g,1.56 g
353,Barley malt flour,100 g,361,37.00 mg,10.28 g,78.30 g,7.1 g,0.80 g,1.84 g
354,"Rice noodles, dry",100 g,364,18.00 mg,5.95 g,80.18 g,1.6 g,0.12 g,0.56 g
355,"Fish oil, sardine",100 g,902,0.00 mg,0.00 g,0.00 g,0.0 g,0,100.00 g
356,"Fish oil, herring",100 g,902,0.00 mg,0.00 g,0.00 g,0.0 g,0,100.00 g
357,"Plantains, cooked",100 g,116,2.00 mg,0.79 g,31.15 g,2.3 g,14.00 g,0.18 g
358,"Burdock root, raw",100 g,72,41.00 mg,1.53 g,17.34 g,3.3 g,2.90 g,0.15 g
359,"Butterbur, canned",100 g,3,34.00 mg,0.11 g,0.38 g,0,0,0.13 g
360,"Ostrich, raw, fan",100 g,117,6.00 mg,21.81 g,0.00 g,0.0 g,0.00 g,2.65 g
361,"SILK Nog, soymilk",100 g,74,16.00 mg,2.46 g,12.30 g,0.0 g,9.84 g,1.64 g
362,"Gravy, dry, brown",100 g,367,132.00 mg,10.74 g,59.38 g,2.0 g,0,9.61 g
363,"Cheese, provolone",100 g,351,756.00 mg,25.58 g,2.14 g,0.0 g,0.56 g,26.62 g
364,"Cheese, roquefort",100 g,369,662.00 mg,21.54 g,2.00 g,0.0 g,0,30.64 g
365,"Muffins, oat bran",100 g,270,63.00 mg,7.00 g,48.30 g,4.6 g,8.22 g,7.40 g
366,"Syrups, grenadine",100 g,268,6.00 mg,0.00 g,66.91 g,0.0 g,46.55 g,0.00 g
367,"Raisins, seedless",100 g,299,50.00 mg,3.07 g,79.18 g,3.7 g,59.19 g,0.46 g
368,"Strawberries, raw",100 g,32,16.00 mg,0.67 g,7.68 g,2.0 g,4.89 g,0.30 g
369,"Fish, raw, burbot",100 g,90,50.00 mg,19.31 g,0.00 g,0.0 g,0,0.81 g
370,"Wheat germ, crude",100 g,360,39.00 mg,23.15 g,51.80 g,13.2 g,0,9.72 g
371,"Wheat, hard white",100 g,342,32.00 mg,11.31 g,75.90 g,12.2 g,0.41 g,1.71 g
372,"Wheat bran, crude",100 g,216,73.00 mg,15.55 g,64.51 g,42.8 g,0.41 g,4.25 g
373,"Gooseberries, raw",100 g,44,25.00 mg,0.88 g,10.18 g,4.3 g,0,0.58 g
374,"Spices, dill seed",100 g,305,1516.00 mg,15.98 g,55.17 g,21.1 g,0,14.54 g
375,"Oil, cocoa butter",100 g,884,0.00 mg,0.00 g,0.00 g,0.0 g,0.00 g,100.00 g
376,"APPLEBEE'S, chili",100 g,157,34.00 mg,12.56 g,4.57 g,1.4 g,2.27 g,9.79 g
377,"Grape leaves, raw",100 g,93,363.00 mg,5.60 g,17.31 g,11.0 g,6.30 g,2.12 g
378,"Kale, raw, scotch",100 g,42,205.00 mg,2.80 g,8.32 g,1.7 g,0,0.60 g
379,"Marmalade, orange",100 g,246,38.00 mg,0.30 g,66.30 g,0.7 g,60.00 g,0.00 g
380,"Whey, dried, acid",100 g,339,2054.00 mg,11.73 g,73.45 g,0.0 g,73.45 g,0.54 g
381,"Whey, fluid, acid",100 g,24,103.00 mg,0.76 g,5.12 g,0.0 g,5.12 g,0.09 g
382,"Eggplant, pickled",100 g,49,25.00 mg,0.90 g,9.77 g,2.5 g,4.80 g,0.70 g
383,"Babyfood, cookies",100 g,433,101.00 mg,11.80 g,67.10 g,0.2 g,24.20 g,13.20 g
384,"Fennel, raw, bulb",100 g,31,49.00 mg,1.24 g,7.30 g,3.1 g,3.93 g,0.20 g
385,"Egg, dried, whole",100 g,592,244.00 mg,48.05 g,1.13 g,0.0 g,0.56 g,43.90 g
386,"Coffeecake, fruit",100 g,311,45.00 mg,5.20 g,51.50 g,2.5 g,0,10.20 g
387,"Candies, caramels",100 g,382,138.00 mg,4.60 g,77.00 g,0.0 g,65.50 g,8.10 g
388,"Sour cream, light",100 g,136,141.00 mg,3.50 g,7.10 g,0.0 g,0.22 g,10.60 g
389,"Egg, dried, white",100 g,382,62.00 mg,81.10 g,7.80 g,0.0 g,5.40 g,0.00 g
390,"Wild rice, cooked",100 g,101,3.00 mg,3.99 g,21.34 g,1.8 g,0.73 g,0.34 g
391,"Chicken, meatless",100 g,224,35.00 mg,23.64 g,3.64 g,3.6 g,0.00 g,12.73 g
392,"Corn grain, white",100 g,365,7.00 mg,9.42 g,74.26 g,0,0,4.74 g
393,"Veal, raw, ground",100 g,197,12.00 mg,18.58 g,0.00 g,0.0 g,0.00 g,13.06 g
394,"Wheat, soft white",100 g,340,34.00 mg,10.69 g,75.36 g,12.7 g,0.41 g,1.99 g
395,"Elderberries, raw",100 g,73,38.00 mg,0.66 g,18.40 g,7.0 g,0,0.50 g
396,"Nuts, raw, acorns",100 g,387,41.00 mg,6.15 g,40.75 g,0,0,23.86 g
397,"Orange juice, raw",100 g,45,11.00 mg,0.70 g,10.40 g,0.2 g,8.40 g,0.20 g
398,"POPEYES, Coleslaw",100 g,161,31.00 mg,0.98 g,14.12 g,1.7 g,10.83 g,11.18 g
399,"Cabbage, raw, red",100 g,31,45.00 mg,1.43 g,7.37 g,2.1 g,3.83 g,0.16 g
400,"Blackberries, raw",100 g,43,29.00 mg,1.39 g,9.61 g,5.3 g,4.88 g,0.49 g
401,"Wasabi, raw, root",100 g,109,128.00 mg,4.80 g,23.54 g,7.8 g,0,0.63 g
402,"Cheese, limburger",100 g,327,497.00 mg,20.05 g,0.49 g,0.0 g,0.49 g,27.25 g
403,"Raspberries, raw",100 g,52,25.00 mg,1.20 g,11.94 g,6.5 g,4.42 g,0.65 g
404,"Corn bran, crude",100 g,224,42.00 mg,8.36 g,85.64 g,79.0 g,0.00 g,0.92 g
405,"Bread, rice bran",100 g,243,69.00 mg,8.90 g,43.50 g,4.9 g,4.67 g,4.60 g
406,"Taro shoots, raw",100 g,11,12.00 mg,0.92 g,2.32 g,0,0,0.09 g
407,"Sugars, powdered",100 g,389,1.00 mg,0.00 g,99.77 g,0.0 g,97.81 g,0.00 g
408,"Emu, raw, ground",100 g,134,7.00 mg,22.77 g,0.00 g,0.0 g,0.00 g,4.03 g
409,"Cookies, fortune",100 g,378,12.00 mg,4.20 g,84.00 g,1.6 g,45.42 g,2.70 g
410,"Fish, raw, cisco",100 g,98,12.00 mg,18.99 g,0.00 g,0.0 g,0,1.91 g
411,"Couscous, cooked",100 g,112,8.00 mg,3.79 g,23.22 g,1.4 g,0.10 g,0.16 g
412,"Dill weed, fresh",100 g,43,208.00 mg,3.46 g,7.02 g,2.1 g,0,1.12 g
413,"Spearmint, dried",100 g,285,1488.00 mg,19.93 g,52.04 g,29.8 g,0,6.03 g
414,"Spearmint, fresh",100 g,44,199.00 mg,3.29 g,8.41 g,6.8 g,0,0.73 g
415,Tamales (Navajo),100 g,153,29.00 mg,6.28 g,18.12 g,3.1 g,0.99 g,6.12 g
416,"Rice bran, crude",100 g,316,57.00 mg,13.35 g,49.69 g,21.0 g,0.90 g,20.85 g
417,"Rye flour, light",100 g,357,13.00 mg,9.82 g,76.68 g,8.0 g,0.93 g,1.33 g
418,"Spices, bay leaf",100 g,313,834.00 mg,7.61 g,74.97 g,26.3 g,0,8.36 g
419,"Spices, cardamom",100 g,311,383.00 mg,10.76 g,68.47 g,28.0 g,0,6.70 g
420,"Lemon juice, raw",100 g,22,6.00 mg,0.35 g,6.90 g,0.3 g,2.52 g,0.24 g
421,"Ginger root, raw",100 g,80,16.00 mg,1.82 g,17.77 g,2.0 g,1.70 g,0.75 g
422,"Fish oil, salmon",100 g,902,0.00 mg,0.00 g,0.00 g,0.0 g,0,100.00 g
423,"Fish, tuna salad",100 g,187,17.00 mg,16.04 g,9.41 g,0.0 g,0,9.26 g
424,"Orange peel, raw",100 g,97,161.00 mg,1.50 g,25.00 g,10.6 g,0,0.20 g
425,"Blueberries, raw",100 g,57,6.00 mg,0.74 g,14.49 g,2.4 g,9.96 g,0.33 g
426,"Cheese, muenster",100 g,368,717.00 mg,23.41 g,1.12 g,0.0 g,1.12 g,30.04 g
427,"Beet greens, raw",100 g,22,117.00 mg,2.20 g,4.33 g,3.7 g,0.50 g,0.13 g
428,"Cheese, cheshire",100 g,387,643.00 mg,23.37 g,4.78 g,0.0 g,0,30.60 g
429,"Bagels, oat bran",100 g,255,12.00 mg,10.70 g,53.30 g,3.6 g,1.63 g,1.20 g
430,"Fat, beef tallow",100 g,902,0.00 mg,0.00 g,0.00 g,0.0 g,0.00 g,100.00 g
431,"Clementines, raw",100 g,47,30.00 mg,0.85 g,12.02 g,1.7 g,9.18 g,0.15 g
432,"Peas, raw, green",100 g,81,25.00 mg,5.42 g,14.45 g,5.7 g,5.67 g,0.40 g
433,"Oat bran, cooked",100 g,40,10.00 mg,3.21 g,11.44 g,2.6 g,0,0.86 g
434,"Pears, bosc, raw",100 g,67,10.00 mg,0.36 g,16.10 g,3.1 g,10.23 g,0.09 g
435,"Sugar, turbinado",100 g,399,0,0.00 g,99.80 g,0,99.19 g,0.00 g
436,"Headcheese, pork",100 g,157,16.00 mg,13.83 g,0.00 g,0.0 g,0.00 g,10.90 g
437,Ham salad spread,100 g,216,8.00 mg,8.68 g,10.64 g,0.0 g,0.00 g,15.53 g
438,"Olive loaf, pork",100 g,235,109.00 mg,11.80 g,9.20 g,0.0 g,0.00 g,16.50 g
439,"Pastrami, turkey",100 g,139,11.00 mg,16.30 g,3.34 g,0.1 g,3.34 g,6.21 g
440,"Cranberries, raw",100 g,46,8.00 mg,0.46 g,11.97 g,3.6 g,4.27 g,0.13 g
441,"POPEYES, biscuit",100 g,401,108.00 mg,6.00 g,40.95 g,3.8 g,3.46 g,23.71 g
442,"Egg, dried, yolk",100 g,669,289.00 mg,33.63 g,0.66 g,0.0 g,0.23 g,59.13 g
443,"Quinoa, uncooked",100 g,368,47.00 mg,14.12 g,64.16 g,7.0 g,0,6.07 g
444,"Emu, raw, oyster",100 g,141,4.00 mg,22.81 g,0.00 g,0.0 g,0.00 g,4.86 g
445,"Rose-apples, raw",100 g,25,29.00 mg,0.60 g,5.70 g,0,0,0.30 g
446,"Cheese, monterey",100 g,373,746.00 mg,24.48 g,0.68 g,0.0 g,0.50 g,30.28 g
447,"Fish, raw, scup",100 g,105,40.00 mg,18.88 g,0.00 g,0.0 g,0.00 g,2.73 g
448,"Cheese, cheddar",100 g,404,710.00 mg,22.87 g,3.09 g,0.0 g,0.48 g,33.31 g
449,"Cheese, caraway",100 g,376,673.00 mg,25.18 g,3.06 g,0.0 g,0,29.20 g
450,"Oil, wheat germ",100 g,884,0.00 mg,0.00 g,0.00 g,0.0 g,0.00 g,100.00 g
451,"Bread, oat bran",100 g,236,65.00 mg,10.40 g,39.80 g,4.5 g,7.70 g,4.40 g
452,"Watermelon, raw",100 g,30,7.00 mg,0.61 g,7.55 g,0.4 g,6.20 g,0.15 g
453,Potato pancakes,100 g,268,32.00 mg,6.08 g,27.81 g,3.3 g,1.79 g,14.76 g
454,Spinach souffle,100 g,172,165.00 mg,7.89 g,5.90 g,0.7 g,1.85 g,12.95 g
455,"Bacon, meatless",100 g,309,23.00 mg,11.69 g,5.31 g,2.6 g,0.00 g,29.52 g
456,"Rosemary, fresh",100 g,131,317.00 mg,3.31 g,20.70 g,14.1 g,0,5.86 g
457,"Syrups, sorghum",100 g,290,150.00 mg,0.00 g,74.90 g,0.0 g,74.90 g,0.00 g
458,"Rye flour, dark",100 g,325,37.00 mg,15.91 g,68.63 g,23.8 g,2.31 g,2.22 g
459,"Oil, tomatoseed",100 g,884,0.00 mg,0.00 g,0.00 g,0.0 g,0.00 g,100.00 g
460,"Croutons, plain",100 g,407,76.00 mg,11.90 g,73.50 g,5.1 g,0,6.60 g
461,"Lemon peel, raw",100 g,47,134.00 mg,1.50 g,16.00 g,10.6 g,4.17 g,0.30 g
462,"Spices, paprika",100 g,282,229.00 mg,14.14 g,53.99 g,34.9 g,10.34 g,12.89 g
463,"Nectarines, raw",100 g,44,6.00 mg,1.06 g,10.55 g,1.7 g,7.89 g,0.32 g
464,"Mulberries, raw",100 g,43,39.00 mg,1.44 g,9.80 g,1.7 g,8.10 g,0.39 g
465,"Lotus root, raw",100 g,74,45.00 mg,2.60 g,17.23 g,4.9 g,0,0.10 g
466,"Sauce, barbecue",100 g,172,33.00 mg,0.82 g,40.77 g,0.9 g,33.24 g,0.63 g
467,"Fish, raw, spot",100 g,123,14.00 mg,18.51 g,0.00 g,0.0 g,0,4.90 g
468,"Crabapples, raw",100 g,76,18.00 mg,0.40 g,19.95 g,0,0,0.30 g
469,"Breadfruit, raw",100 g,103,17.00 mg,1.07 g,27.12 g,4.9 g,11.00 g,0.23 g
470,Arrowroot flour,100 g,357,40.00 mg,0.30 g,88.15 g,3.4 g,0,0.10 g
471,"Pimento, canned",100 g,23,6.00 mg,1.10 g,5.10 g,1.9 g,2.71 g,0.30 g
472,"Tomatillos, raw",100 g,32,7.00 mg,0.96 g,5.84 g,1.9 g,3.93 g,1.02 g
473,"Raisins, seeded",100 g,296,28.00 mg,2.52 g,78.47 g,6.8 g,0,0.54 g
474,"Bologna, turkey",100 g,209,123.00 mg,11.42 g,4.68 g,0.5 g,2.90 g,16.05 g
475,Vanilla extract,100 g,288,11.00 mg,0.06 g,12.65 g,0.0 g,12.65 g,0.06 g
476,"Fish, raw, carp",100 g,127,41.00 mg,17.83 g,0.00 g,0.0 g,0.00 g,5.60 g
477,"Wheat, sprouted",100 g,198,28.00 mg,7.49 g,42.53 g,1.1 g,0,1.27 g
478,"Fish, raw, cusk",100 g,87,10.00 mg,18.99 g,0.00 g,0.0 g,0,0.69 g
479,"Watercress, raw",100 g,11,120.00 mg,2.30 g,1.29 g,0.5 g,0.20 g,0.10 g
480,"Fish, raw, ling",100 g,87,34.00 mg,18.99 g,0.00 g,0.0 g,0,0.64 g
481,"Bread, cinnamon",100 g,253,71.00 mg,7.05 g,44.38 g,3.5 g,14.11 g,5.29 g
482,"Spices, saffron",100 g,310,111.00 mg,11.43 g,65.37 g,3.9 g,0,5.85 g
483,"Lime juice, raw",100 g,25,14.00 mg,0.42 g,8.42 g,0.4 g,1.69 g,0.07 g
484,"Spelt, uncooked",100 g,338,27.00 mg,14.57 g,70.19 g,10.7 g,6.82 g,2.43 g
485,"Cabbage, kimchi",100 g,15,33.00 mg,1.10 g,2.40 g,1.6 g,1.06 g,0.50 g
486,"Seeds, flaxseed",100 g,534,255.00 mg,18.29 g,28.88 g,27.3 g,1.55 g,42.16 g
487,"Cheese, gruyere",100 g,413,1011.00 mg,29.81 g,0.36 g,0.0 g,0.36 g,32.34 g
488,"Cheese, gjetost",100 g,466,400.00 mg,9.65 g,42.65 g,0.0 g,0,29.51 g
489,"Cheese, fontina",100 g,389,550.00 mg,25.60 g,1.55 g,0.0 g,1.55 g,31.14 g
490,"Butter, salted",100 g,717,24.00 mg,0.85 g,0.06 g,0.0 g,0.06 g,81.11 g
491,"Oil, rice bran",100 g,884,0.00 mg,0.00 g,0.00 g,0.0 g,0.00 g,100.00 g
492,"Crackers, milk",100 g,446,172.00 mg,7.60 g,71.73 g,3.4 g,10.32 g,13.77 g
493,"Dates, medjool",100 g,277,64.00 mg,1.81 g,74.97 g,6.7 g,66.47 g,0.15 g
494,"Arrowroot, raw",100 g,65,6.00 mg,4.24 g,13.39 g,1.3 g,0,0.20 g
495,"Bread, oatmeal",100 g,269,66.00 mg,8.40 g,48.50 g,4.0 g,8.14 g,4.40 g
496,"Bread, italian",100 g,271,78.00 mg,8.80 g,50.10 g,3.2 g,3.17 g,3.50 g
497,"Tamarinds, raw",100 g,239,74.00 mg,2.80 g,62.50 g,5.1 g,38.80 g,0.60 g
498,"Millet, puffed",100 g,354,8.00 mg,13.00 g,80.00 g,2.7 g,0.55 g,3.40 g
499,"Vinegar, cider",100 g,21,7.00 mg,0.00 g,0.93 g,0.0 g,0.40 g,0.00 g
500,"Scrapple, pork",100 g,213,7.00 mg,8.06 g,14.06 g,0.3 g,0.20 g,13.87 g
